Location,Price,Price per m2,Size M2,Rooms
"Warszawa, Mokotów, ul. Obrzeżna",635 000 zł,16 588 zł/m²,38.28 m²,1 pokój
"Warszawa, Bemowo, Lazurowa",799 900 zł,10 525 zł/m²,76 m²,3 pokoje
"Warszawa, Praga-Południe, Grochowska",472 765 zł,11 500 zł/m²,41.11 m²,2 pokoje
"Warszawa, Targówek",740 000 zł,12 650 zł/m²,58.5 m²,3 pokoje
"Warszawa, Praga-Południe, Grochowska",337 065 zł,11 500 zł/m²,29.31 m²,2 pokoje
"Warszawa, Śródmieście, ul. Kredytowa",1 197 000 zł,21 000 zł/m²,57 m²,3 pokoje
"Warszawa, Praga-Południe, ul. Jana Nowaka-Jeziorańskiego",540 000 zł,12 965 zł/m²,41.65 m²,2 pokoje
"Warszawa, Mokotów",745 000 zł,15 553 zł/m²,47.9 m²,2 pokoje
"Warszawa, Praga-Północ",495 000 zł,15 000 zł/m²,33 m²,1 pokój
"Warszawa, Białołęka, Krokwi",790 000 zł,11 286 zł/m²,70 m²,3 pokoje
"Warszawa, Bielany, Wojciecha Bogusławskiego",615 000 zł,9462 zł/m²,65 m²,3 pokoje
"Warszawa, Wilanów, Adama Branickiego",650 000 zł,14 444 zł/m²,45 m²,2 pokoje
"Warszawa, Mokotów",660 000 zł,11 478 zł/m²,57.5 m²,3 pokoje
"Warszawa, Praga-Południe",850 000 zł,20 238 zł/m²,42 m²,2 pokoje
"Warszawa, Bemowo, ul. Apenińska",760 000 zł,10 857 zł/m²,70 m²,3 pokoje
"Warszawa, Praga-Południe, al. Aleja Jerzego Waszyngtona",850 000 zł,14 912 zł/m²,57 m²,3 pokoje
"Warszawa, Praga-Południe, Ostrobramska",868 000 zł,9497 zł/m²,91.4 m²,4 pokoje
"Warszawa, Śródmieście, Grzybowska",1 108 000 zł,25 000 zł/m²,44.32 m²,2 pokoje
"Warszawa, Śródmieście, Grzybowska",738 140 zł,26 000 zł/m²,28.39 m²,1 pokój
"Warszawa, Mokotów, Sielce, Czerniakowska",590 000 zł,13 214 zł/m²,44.65 m²,2 pokoje
"Warszawa, Praga-Południe, Saska Kępa",565 000 zł,15 067 zł/m²,37.5 m²,1 pokój
"Warszawa, Wilanów, Franciszka Klimczaka",756 000 zł,18 000 zł/m²,42 m²,2 pokoje
"Warszawa, Bemowo, ul. Obrońców Tobruku 23, Osiedle Leśne",920 000 zł,14 722 zł/m²,62.49 m²,2 pokoje
"Warszawa, Żoliborz, Sady Żoliborskie, ul. ks. Jerzego Popiełuszki",1 650 000 zł,9821 zł/m²,168 m²,4 pokoje
"Warszawa, Ursynów",735 000 zł,12 250 zł/m²,60 m²,3 pokoje
"Warszawa, Wesoła, Stara Miłosna, Rumiankowa (1)",970 000 zł,10 104 zł/m²,96 m²,5 pokoi
"Warszawa, Bielany, Osikowa",590 000 zł,9455 zł/m²,62.4 m²,3 pokoje
"Warszawa, Żoliborz, Ludwika Rydygiera",900 000 zł,18 367 zł/m²,49 m²,2 pokoje
"Warszawa, Ursynów, Pustułeczki",855 000 zł,14 948 zł/m²,57.2 m²,2 pokoje
"Warszawa, Śródmieście, Złota",8 900 000 zł,55 975 zł/m²,159 m²,4 pokoje
"Warszawa, Wola",970 000 zł,14 478 zł/m²,67 m²,3 pokoje
"Warszawa, Mokotów, Aleja Niepodległości",546 500 zł,13 998 zł/m²,39.04 m²,2 pokoje
"Warszawa, Wola, al. Aleja ""Solidarności""",570 000 zł,11 826 zł/m²,48.2 m²,3 pokoje
"Warszawa, Bemowo, ul. Jana Blatona",750 000 zł,11 503 zł/m²,65.2 m²,3 pokoje
"Warszawa, Bemowo, Sucharskiego",459 000 zł,11 195 zł/m²,41 m²,2 pokoje
"Warszawa, Mokotów",2 115 650 zł,19 060 zł/m²,111 m²,3 pokoje
"Warszawa, Wola, Wolska",559 000 zł,11 965 zł/m²,46.72 m²,3 pokoje
"Warszawa, Wola, Człuchowska",579 000 zł,21 444 zł/m²,27 m²,1 pokój
"Warszawa, Wilanów, Bruzdowa",828 000 zł,15 923 zł/m²,52 m²,2 pokoje
"Warszawa, Bielany, Michała Oczapowskiego",795 000 zł,16 224 zł/m²,49 m²,3 pokoje
"Warszawa, Ochota, Stara Ochota",740 000 zł,18 858 zł/m²,39.24 m²,2 pokoje
"Warszawa, Śródmieście, Piękna",2 200 000 zł,21 154 zł/m²,104 m²,4 pokoje
"Warszawa, Ochota, Włodarzewska",690 000 zł,12 545 zł/m²,55 m²,2 pokoje
"Warszawa, Praga-Południe, Saska Kępa, Afrykańska",500 000 zł,13 158 zł/m²,38 m²,2 pokoje
"Warszawa, Praga-Południe, Wojciecha Chrzanowskiego",400 000 zł,11 429 zł/m²,35 m²,1 pokój
"Warszawa, Wola, Muranów, Nowolipki",849 000 zł,16 980 zł/m²,50 m²,2 pokoje
"Warszawa, Praga-Północ, ul. Ząbkowska",580 000 zł,10 741 zł/m²,54 m²,3 pokoje
"Warszawa, Mokotów, Niewielka",699 000 zł,12 372 zł/m²,56.5 m²,2 pokoje
"Warszawa, Mokotów, Iwicka",598 000 zł,18 990 zł/m²,31.49 m²,1 pokój
"Warszawa, Ochota, Stara Ochota",740 000 zł,18 974 zł/m²,39 m²,2 pokoje
"Warszawa, Białołęka",645 000 zł,10 996 zł/m²,58.66 m²,3 pokoje
"Warszawa, Śródmieście",645 000 zł,16 538 zł/m²,39 m²,2 pokoje
"Warszawa, Wilanów, ul. Bruzdowa",828 000 zł,16 235 zł/m²,51 m²,2 pokoje
"Warszawa, Rembertów, Stary Rembertów",472 000 zł,10 977 zł/m²,43 m²,2 pokoje
"Warszawa, Ursynów, Xawerego Dunikowskiego",999 999 zł,15 579 zł/m²,64.19 m²,3 pokoje
"Warszawa, Mokotów",1 475 000 zł,17 151 zł/m²,86 m²,2 pokoje
"Warszawa, Ursus, Magnacka",399 000 zł,12 469 zł/m²,32 m²,2 pokoje
"Warszawa, Praga-Południe, Saska Kępa, Międzynarodowa",579 000 zł,15 440 zł/m²,37.5 m²,2 pokoje
"Warszawa, Białołęka",400 000 zł,10 178 zł/m²,39.3 m²,2 pokoje
"Warszawa, Bemowo, Szeligowska",950 000 zł,12 325 zł/m²,77.08 m²,4 pokoje
"Warszawa, Bielany",680 000 zł,18 889 zł/m²,36 m²,2 pokoje
"Warszawa, Mokotów",789 000 zł,16 787 zł/m²,47 m²,2 pokoje
"Warszawa, Mokotów, Stegny, al. Wilanowska 126",990 000 zł,12 587 zł/m²,78.65 m²,4 pokoje
"Warszawa, Mokotów, Bielawska",420 000 zł,11 570 zł/m²,36.3 m²,2 pokoje
"Warszawa, Ursus, Posag 7 Panien",793 900 zł,14 177 zł/m²,56 m²,3 pokoje
"Warszawa, Targówek",750 000 zł,8344 zł/m²,89.88 m²,3 pokoje
"Warszawa, Praga-Południe, Gocław, Cyrklowa",599 000 zł,10 257 zł/m²,58.4 m²,3 pokoje
"Warszawa, Białołęka, Odkryta",609 000 zł,12 821 zł/m²,47.5 m²,2 pokoje
"Warszawa, Mokotów, Podchorążych",9 800 000 zł,34 875 zł/m²,281 m²,5 pokoi
"Warszawa, Mokotów, Podchorążych",10 800 000 zł,39 416 zł/m²,274 m²,5 pokoi
"Warszawa, Praga-Południe",770 000 zł,11 667 zł/m²,66 m²,2 pokoje
"Warszawa, Targówek",559 000 zł,10 164 zł/m²,55 m²,3 pokoje
"Warszawa, Śródmieście, Powiśle, al. Górnośląska",622 000 zł,13 234 zł/m²,47 m²,3 pokoje
"Warszawa, Wilanów, al. Aleja Rzeczypospolitej",799 000 zł,15 365 zł/m²,52 m²,2 pokoje
"Warszawa, Praga-Południe, Saska Kępa, Londyńska",660 000 zł,20 000 zł/m²,33 m²,1 pokój
"Warszawa, Targówek, Święciańska",910 000 zł,10 341 zł/m²,88 m²,4 pokoje
"Warszawa, Śródmieście, Podwale",840 000 zł,21 000 zł/m²,40 m²,2 pokoje
"Warszawa, Śródmieście",3 136 000 zł,49 000 zł/m²,64 m²,2 pokoje
"Warszawa, Śródmieście, Powiśle",4 174 500 zł,33 000 zł/m²,126.5 m²,5 pokoi
"Warszawa, Ochota, Rakowska",675 000 zł,14 674 zł/m²,46 m²,2 pokoje
"Warszawa, Mokotów",630 000 zł,11 887 zł/m²,53 m²,3 pokoje
"Warszawa, Ochota, ul. Bitwy Warszawskiej 1920 r.",1 090 000 zł,14 437 zł/m²,75.5 m²,3 pokoje
"Warszawa, Ursus",570 000 zł,12 527 zł/m²,45.5 m²,2 pokoje
"Warszawa, Wola",830 000 zł,16 275 zł/m²,51 m²,3 pokoje
"Warszawa, Mokotów, Zajączkowska",7 500 000 zł,29 762 zł/m²,252 m²,4 pokoje
"Warszawa, Mokotów, Górny Mokotów",650 000 zł,11 404 zł/m²,57 m²,3 pokoje
"Warszawa, Bielany, Renesansowa",650 000 zł,10 760 zł/m²,60.41 m²,3 pokoje
"Warszawa, Mokotów",1 499 000 zł,18 951 zł/m²,79.1 m²,3 pokoje
"Warszawa, Bielany, Młociny",585 000 zł,12 155 zł/m²,48.13 m²,3 pokoje
"Warszawa, Białołęka, Żerań",816 000 zł,12 000 zł/m²,68 m²,3 pokoje
"Warszawa, Bielany, Antoniego Magiera",340 000 zł,12 593 zł/m²,27 m²,1 pokój
"Warszawa, Praga-Północ, Szwedzka",669 000 zł,15 667 zł/m²,42.7 m²,2 pokoje
"Warszawa, Ursynów, ul. Stefana Dembego",439 000 zł,13 287 zł/m²,33.04 m²,1 pokój
"Warszawa, Bielany, ul. Wólczyńska",715 000 zł,14 742 zł/m²,48.5 m²,2 pokoje
"Warszawa, Ochota, Szczęśliwice, Geodetów",460 000 zł,12 432 zł/m²,37 m²,2 pokoje
"Warszawa, Mokotów, Służewiec",539 000 zł,11 542 zł/m²,46.7 m²,3 pokoje
"Warszawa, Wola",839 000 zł,16 780 zł/m²,50 m²,2 pokoje
"Warszawa, Targówek, Targówek Mieszkaniowy, ul. Olgierda",790 000 zł,14 183 zł/m²,55.7 m²,3 pokoje
"Warszawa, Praga-Północ",690 000 zł,12 286 zł/m²,56.16 m²,2 pokoje
"Warszawa, Targówek, Bródno-Podgrodzie, ul. św. Wincentego",770 000 zł,13 276 zł/m²,58 m²,2 pokoje
"Warszawa, Wola, Jana Ostroroga",750 000 zł,17 202 zł/m²,43.6 m²,2 pokoje
"Warszawa, Śródmieście, Grzybowska","791 227,26 zł",22 389 zł/m²,35.34 m²,2 pokoje
"Warszawa, Wola, Mirów, ul. Chłodna",499 000 zł,13 029 zł/m²,38.3 m²,2 pokoje
"Warszawa, Praga-Południe, Gocław, Floriana Znanieckiego",610 000 zł,8790 zł/m²,69.4 m²,3 pokoje
"Warszawa, Śródmieście, al. Jana Pawła II",565 000 zł,14 562 zł/m²,38.8 m²,2 pokoje
"Warszawa, Żoliborz, Sady Żoliborskie, Sady Żoliborskie",895 000 zł,15 431 zł/m²,58 m²,2 pokoje
"Warszawa, Żoliborz, Gwiaździsta",654 000 zł,14 501 zł/m²,45.1 m²,2 pokoje
"Warszawa, Targówek, Bródno, Ludwika Kondratowicza",590 000 zł,8980 zł/m²,65.7 m²,3 pokoje
"Warszawa, Wola, Odolany, Jana Kazimierza",699 000 zł,16 831 zł/m²,41.53 m²,2 pokoje
"Warszawa, Mokotów, Jurija Gagarina",497 000 zł,17 138 zł/m²,29 m²,2 pokoje
"Warszawa, Włochy, Bakalarska",659 000 zł,14 554 zł/m²,45.28 m²,2 pokoje
"Warszawa, Ochota, Rakowiec, Wacława Sierpińskiego",500 000 zł,12 953 zł/m²,38.6 m²,1 pokój
"Warszawa, Praga-Południe, Saska Kępa, Międzynarodowa",589 000 zł,15 500 zł/m²,38 m²,2 pokoje
"Warszawa, Praga-Południe, Boremlowska",815 000 zł,19 405 zł/m²,42 m²,2 pokoje
"Warszawa, Ochota, Szczęśliwice, ul. Włodarzewska",969 000 zł,14 235 zł/m²,68.07 m²,3 pokoje
"Warszawa, Białołęka, Dionizosa",775 000 zł,11 364 zł/m²,68.2 m²,3 pokoje
"Warszawa, Mokotów",1 780 000 zł,20 045 zł/m²,88.8 m²,3 pokoje
"Warszawa, Żoliborz, Bieniewicka",517 000 zł,14 964 zł/m²,34.55 m²,1 pokój
"Warszawa, Ursus, Władysława Jagiełły",690 000 zł,11 280 zł/m²,61.17 m²,3 pokoje
"Warszawa, Bielany, Starej Baśni",659 000 zł,12 004 zł/m²,54.9 m²,3 pokoje
"Warszawa, Bemowo, Jelonki, Karabeli",590 000 zł,9578 zł/m²,61.6 m²,3 pokoje
"Warszawa, Mokotów, Stefana Batorego",820 000 zł,17 048 zł/m²,48.1 m²,3 pokoje
"Warszawa, Wola, Mirów, Chłodna",499 000 zł,13 029 zł/m²,38.3 m²,2 pokoje
"Warszawa, Targówek, Pszczyńska",590 000 zł,10 716 zł/m²,55.06 m²,2 pokoje
"Warszawa, Ochota, Stefana Banacha",399 000 zł,10 231 zł/m²,39 m²,3 pokoje
"Warszawa, Bielany, Władysława Broniewskiego",470 000 zł,11 190 zł/m²,42 m²,2 pokoje
"Warszawa, Włochy, Okęcie, Solińska",1 150 000 zł,17 838 zł/m²,64.47 m²,2 pokoje
"Warszawa, Wola, al. Jana Pawła II",589 000 zł,11 549 zł/m²,51 m²,3 pokoje
"Warszawa, Bemowo, Górce, Górczewska",685 000 zł,8782 zł/m²,78 m²,3 pokoje
"Warszawa, Bielany, Leopolda Staffa",640 000 zł,13 614 zł/m²,47.01 m²,2 pokoje
"Warszawa, Bemowo, Gołuchowska",535 000 zł,10 649 zł/m²,50.24 m²,2 pokoje
"Warszawa, Mokotów",540 000 zł,12 558 zł/m²,43 m²,2 pokoje
"Warszawa, Ochota, Stara Ochota",565 000 zł,18 051 zł/m²,31.3 m²,2 pokoje
"Warszawa, Białołęka, Przejezdna",550 000 zł,11 722 zł/m²,46.92 m²,3 pokoje
"Warszawa, Wilanów",1 120 000 zł,17 204 zł/m²,65.1 m²,2 pokoje
"Warszawa, Bielany, Jana Kochanowskiego",695 000 zł,10 611 zł/m²,65.5 m²,4 pokoje
"Warszawa, Mokotów, Śródziemnomorska",650 000 zł,11 607 zł/m²,56 m²,3 pokoje
"Warszawa, Wilanów, Prymasa Augusta Hlonda",845 000 zł,16 065 zł/m²,52.6 m²,2 pokoje
"Warszawa, Praga-Południe, Janusza Meissnera",590 000 zł,10 766 zł/m²,54.8 m²,2 pokoje
"Warszawa, Ochota, Stara Ochota, Bitwy Warszawskiej 1920 r.",969 000 zł,16 707 zł/m²,58 m²,2 pokoje
"Warszawa, Mokotów, Siekierki, Niewielka",599 000 zł,11 956 zł/m²,50.1 m²,2 pokoje
"Warszawa, Białołęka, Przejezdna",540 000 zł,11 509 zł/m²,46.92 m²,3 pokoje
"Warszawa, Wola, ul. Ogrodowa",949 999 zł,22 416 zł/m²,42.38 m²,2 pokoje
"Warszawa, Wola, ul. Marcina Kasprzaka",440 000 zł,11 879 zł/m²,37.04 m²,1 pokój
"Warszawa, Wola, Odolany, Gizów",799 000 zł,15 124 zł/m²,52.83 m²,3 pokoje
"Warszawa, Praga-Południe, Grochów",340 000 zł,13 439 zł/m²,25.3 m²,1 pokój
"Warszawa, Bielany, Osikowa",735 000 zł,11 751 zł/m²,62.55 m²,4 pokoje
"Warszawa, Praga-Południe, Gocławek, Tarnobrzeska",650 000 zł,14 444 zł/m²,45 m²,2 pokoje
"Warszawa, Targówek, Bródno",920 000 zł,11 084 zł/m²,83 m²,3 pokoje
"Warszawa, Wola",2 099 000 zł,15 560 zł/m²,134.9 m²,5 pokoi
"Warszawa, Ursus, Drzymały",795 000 zł,13 707 zł/m²,58 m²,2 pokoje
"Warszawa, Bielany, Osikowa",604 000 zł,9679 zł/m²,62.4 m²,3 pokoje
"Warszawa, Wilanów, ul. Ruczaj",599 999 zł,8308 zł/m²,72.22 m²,3 pokoje
"Warszawa, Białołęka, Tarchomin, Świderska",580 000 zł,9921 zł/m²,58.46 m²,2 pokoje
"Warszawa, Śródmieście, Mokotowska",1 290 000 zł,20 972 zł/m²,61.51 m²,3 pokoje
"Warszawa, Śródmieście, Mikołaja Kopernika",6 450 000 zł,39 122 zł/m²,164.87 m²,4 pokoje
"Warszawa, Mokotów, Cichy Potok",6 250 000 zł,27 778 zł/m²,225 m²,6 pokoi
"Warszawa, Śródmieście",1 150 000 zł,24 038 zł/m²,47.84 m²,3 pokoje
"Warszawa, Żoliborz, ul. Potocka",530 000 zł,14 888 zł/m²,35.6 m²,2 pokoje
"Warszawa, Mokotów, ul. Jana Pawła Woronicza",666 000 zł,14 416 zł/m²,46.2 m²,2 pokoje
"Warszawa, Białołęka, Brzeziny, Skarbka z Gór",679 000 zł,9742 zł/m²,69.7 m²,3 pokoje
"Warszawa, Wola, Młynów, Ożarowska",539 000 zł,16 636 zł/m²,32.4 m²,2 pokoje
"Warszawa, Praga-Południe, Grochów",515 000 zł,10 934 zł/m²,47.1 m²,2 pokoje
"Warszawa, Wola, ul. Łucka",1 530 000 zł,14 599 zł/m²,104.8 m²,3 pokoje
"Warszawa, Białołęka, ul. Żeglugi Wiślanej",669 000 zł,7637 zł/m²,87.6 m²,4 pokoje
"Warszawa, Bemowo, Waleriana Czumy",729 000 zł,10 041 zł/m²,72.6 m²,5 pokoi
"Warszawa, Rembertów, Pontonierów",1 199 000 zł,9592 zł/m²,125 m²,4 pokoje
"Warszawa, Ursynów, Stokłosy, Zamiany",889 888 zł,11 090 zł/m²,80.24 m²,4 pokoje
"Warszawa, Białołęka, Nowodwory",452 311 zł,9700 zł/m²,46.63 m²,3 pokoje
"Warszawa, Śródmieście",2 100 000 zł,13 944 zł/m²,150.6 m²,5 pokoi
"Warszawa, Targówek, Targówek Mieszkaniowy, Smoleńska",715 000 zł,14 491 zł/m²,49.34 m²,3 pokoje
"Warszawa, Białołęka, Tarchomin, Pabla Picassa",560 000 zł,8960 zł/m²,62.5 m²,3 pokoje
"Warszawa, Wola, ul. Ordona",850 000 zł,18 681 zł/m²,45.5 m²,2 pokoje
"Warszawa, Białołęka, ul. Sprawna",445 000 zł,11 534 zł/m²,38.58 m²,2 pokoje
"Warszawa, Wesoła",449 000 zł,8505 zł/m²,52.79 m²,2 pokoje
"Warszawa, Praga-Południe, Saska Kępa, al. Aleja Stanów Zjednoczonych",635 000 zł,11 199 zł/m²,56.7 m²,2 pokoje
"Warszawa, Wola, Odolany, Jana Kazimierza",639 000 zł,15 547 zł/m²,41.1 m²,2 pokoje
"Warszawa, Mokotów, Stegny, Śródziemnomorska",1 274 170 zł,18 073 zł/m²,70.5 m²,3 pokoje
"Warszawa, Mokotów, Stegny, Kaukaska",480 000 zł,11 429 zł/m²,42 m²,2 pokoje
"Warszawa, Ursynów, Kabaty, Wańkowicza",726 000 zł,12 987 zł/m²,55.9 m²,2 pokoje
"Warszawa, Ursynów, Surowieckiego",899 000 zł,14 270 zł/m²,63 m²,3 pokoje
"Warszawa, Mokotów",520 000 zł,10 833 zł/m²,48 m²,2 pokoje
"Warszawa, Targówek, Krasnobrodzka",460 000 zł,9914 zł/m²,46.4 m²,2 pokoje
"Warszawa, Wola",789 000 zł,12 934 zł/m²,61 m²,3 pokoje
"Warszawa, Mokotów, Stegny, Fort Piłsudskiego",900 000 zł,27 641 zł/m²,32.56 m²,2 pokoje
"Warszawa, Mokotów, Aleja Lotników",625 000 zł,16 361 zł/m²,38.2 m²,2 pokoje
"Warszawa, Włochy, Stare Włochy, al. Aleje Jerozolimskie",328 000 zł,12 615 zł/m²,26 m²,1 pokój
"Warszawa, Mokotów, Sielce, Chrystiana Piotra Aignera",1 368 000 zł,19 000 zł/m²,72 m²,3 pokoje
"Warszawa, Białołęka, Tarchomin, Mikołaja Trąby",470 000 zł,11 190 zł/m²,42 m²,2 pokoje
"Warszawa, Ursynów, Grabów, Taneczna",1 264 000 zł,18 812 zł/m²,67.19 m²,3 pokoje
"Warszawa, Rembertów, Nowy Rembertów",438 000 zł,12 167 zł/m²,36 m²,2 pokoje
"Warszawa, Praga-Południe, Grochów",1 350 000 zł,17 160 zł/m²,78.67 m²,4 pokoje
"Warszawa, Wilanów, Herbu Janina",975 000 zł,15 439 zł/m²,63.15 m²,3 pokoje
"Warszawa, Mokotów, Wołoska",630 000 zł,13 548 zł/m²,46.5 m²,3 pokoje
"Warszawa, Śródmieście, Wspólna",620 000 zł,20 819 zł/m²,29.78 m²,1 pokój
"Warszawa, Ursynów, Złoty Potok",1 210 000 zł,16 510 zł/m²,73.29 m²,3 pokoje
"Warszawa, Bemowo",719 000 zł,11 884 zł/m²,60.5 m²,3 pokoje
"Warszawa, Wilanów, Prymasa Augusta Hlonda",960 000 zł,16 000 zł/m²,60 m²,3 pokoje
"Warszawa, Śródmieście, Polna",794 000 zł,18 905 zł/m²,42 m²,2 pokoje
"Warszawa, Ochota, Stara Ochota, Radomska",800 000 zł,16 000 zł/m²,50 m²,2 pokoje
"Warszawa, Ochota, Stara Ochota, Radomska",600 000 zł,16 667 zł/m²,36 m²,2 pokoje
"Warszawa, Białołęka, Tarchomin, Modlińska",433 693 zł,9490 zł/m²,45.7 m²,2 pokoje
"Warszawa, Bielany, Wrzeciono",509 000 zł,10 388 zł/m²,49 m²,3 pokoje
"Warszawa, Bielany, Antoniego Magiera",472 000 zł,12 421 zł/m²,38 m²,2 pokoje
"Warszawa, Mokotów, Górny Mokotów",1 135 000 zł,26 606 zł/m²,42.66 m²,2 pokoje
"Warszawa, Śródmieście, Nowe Miasto",2 300 000 zł,22 330 zł/m²,103 m²,4 pokoje
"Warszawa, Mokotów, ul. Czerniakowska",590 000 zł,13 199 zł/m²,44.7 m²,2 pokoje
"Warszawa, Wola",629 000 zł,13 262 zł/m²,47.43 m²,3 pokoje
"Warszawa, Mokotów, Służewiec",750 000 zł,8961 zł/m²,83.7 m²,4 pokoje
"Warszawa, Praga-Południe, Saska Kępa",650 000 zł,14 739 zł/m²,44.1 m²,2 pokoje
"Warszawa, Wola, Muranów",630 000 zł,11 455 zł/m²,55 m²,3 pokoje
"Warszawa, Ursus, Posag 7 Panien",499 000 zł,11 013 zł/m²,45.31 m²,2 pokoje
"Warszawa, Mokotów, Stegny, Batumi",499 000 zł,11 769 zł/m²,42.4 m²,2 pokoje
"Warszawa, Mokotów, Wyględów, Miączyńska",749 000 zł,11 690 zł/m²,64.07 m²,3 pokoje
"Warszawa, Mokotów, Wyględów, Miączyńska",749 000 zł,11 690 zł/m²,64.07 m²,4 pokoje
"Warszawa, Śródmieście, Powiśle, Solec",570 000 zł,15 833 zł/m²,36 m²,2 pokoje
"Warszawa, Mokotów, Sielce, Chrystiana Piotra Aignera",1 350 000 zł,18 750 zł/m²,72 m²,3 pokoje
"Warszawa, Wilanów, Franciszka Klimczaka",999 000 zł,13 964 zł/m²,71.54 m²,3 pokoje
"Warszawa, Wilanów, Sarmacka",1 190 000 zł,16 643 zł/m²,71.5 m²,3 pokoje
"Warszawa, Białołęka, Tarchomin, Majolikowa",516 800 zł,8500 zł/m²,60.8 m²,2 pokoje
"Warszawa, Ochota, Włodarzewska",920 000 zł,13 046 zł/m²,70.52 m²,3 pokoje
"Warszawa, Wilanów, Adama Branickiego",650 000 zł,16 250 zł/m²,40 m²,2 pokoje
"Warszawa, Wilanów",940 000 zł,15 410 zł/m²,61 m²,2 pokoje
"Warszawa, Targówek, Bródno",980 000 zł,14 152 zł/m²,69.25 m²,4 pokoje
"Warszawa, Wola, Koło",579 000 zł,11 697 zł/m²,49.5 m²,3 pokoje
"Warszawa, Śródmieście, Powiśle, św. Franciszka Salezego",653 070 zł,17 775 zł/m²,36.74 m²,2 pokoje
"Warszawa, Śródmieście, Powiśle, św. Franciszka Salezego",447 401 zł,17 775 zł/m²,25.17 m²,2 pokoje
"Warszawa, Praga-Południe, Siennicka",899 000 zł,15 258 zł/m²,58.92 m²,3 pokoje
"Warszawa, Targówek, Bródno, Wyszogrodzka",310 000 zł,10 333 zł/m²,30 m²,1 pokój
"Warszawa, Ursus, Skorosze, Skoroszewska",600 000 zł,11 472 zł/m²,52.3 m²,2 pokoje
"Warszawa, Ursus, Orląt Lwowskich",560 000 zł,9032 zł/m²,62 m²,4 pokoje
"Warszawa, Ursus, Skorosze, Skoroszewska",727 000 zł,12 752 zł/m²,57.01 m²,3 pokoje
"Warszawa, Śródmieście, gen. Władysława Andersa",759 000 zł,14 560 zł/m²,52.13 m²,3 pokoje
"Warszawa, Mokotów, ul. Ludwika Idzikowskiego",540 000 zł,19 537 zł/m²,27.64 m²,2 pokoje
"Warszawa, Żoliborz",485 000 zł,13 442 zł/m²,36.08 m²,2 pokoje
"Warszawa, Praga-Południe",850 000 zł,14 912 zł/m²,57 m²,3 pokoje
"Warszawa, Ochota, Stara Ochota, Rokosowska",755 000 zł,14 475 zł/m²,52.16 m²,2 pokoje
"Warszawa, Białołęka, Przejezdna",550 000 zł,11 722 zł/m²,46.92 m²,3 pokoje
"Warszawa, Wola, Józefa Bema",800 000 zł,15 094 zł/m²,53 m²,2 pokoje
"Warszawa, Ursynów",1 280 000 zł,14 313 zł/m²,89.43 m²,3 pokoje
"Warszawa, Mokotów, ul. Czerniakowska",590 000 zł,13 199 zł/m²,44.7 m²,2 pokoje
"Warszawa, Śródmieście, Powiśle, ul. Górnośląska",928 000 zł,29 000 zł/m²,32 m²,1 pokój
"Warszawa, Mokotów, Górny Mokotów, Etiudy Rewolucyjnej 44",745 000 zł,14 900 zł/m²,50 m²,3 pokoje
"Warszawa, Praga-Północ, Nowa Praga",375 000 zł,19 737 zł/m²,19 m²,1 pokój
"Warszawa, Wawer, ul. Borkowska",679 000 zł,6973 zł/m²,97.38 m²,3 pokoje
"Warszawa, Rembertów, Roty",1 285 000 zł,13 247 zł/m²,97 m²,4 pokoje
"Warszawa, Mokotów",620 000 zł,10 501 zł/m²,59.04 m²,3 pokoje
"Warszawa, Białołęka, Tarchomin, ul. Ćmielowska 15",750 000 zł,10 760 zł/m²,69.7 m²,3 pokoje
"Warszawa, Włochy, Stare Włochy, ul. Krańcowa",820 000 zł,13 667 zł/m²,60 m²,2 pokoje
"Warszawa, Bielany, ul. Aspekt",1 120 000 zł,16 970 zł/m²,66 m²,2 pokoje
"Warszawa, Praga-Południe, Gocław, gen. Romana Abrahama",600 000 zł,10 563 zł/m²,56.8 m²,3 pokoje
"Warszawa, Ursynów, ul. Stefana Dembego",449 000 zł,13 590 zł/m²,33.04 m²,1 pokój
"Warszawa, Bielany, Bogusławskiego",690 000 zł,9583 zł/m²,72 m²,3 pokoje
"Warszawa, Śródmieście, Aleja Solidarności",1 500 000 zł,22 957 zł/m²,65.34 m²,3 pokoje
"Warszawa, Ochota, ul. Gorlicka",519 000 zł,10 813 zł/m²,48 m²,3 pokoje
"Warszawa, Praga-Północ, Targowa",709 000 zł,15 228 zł/m²,46.56 m²,2 pokoje
"Warszawa, Bielany, Gustawa Daniłowskiego",810 000 zł,9397 zł/m²,86.2 m²,3 pokoje
"Warszawa, Ochota, Stara Ochota, Kaliska",740 000 zł,18 974 zł/m²,39 m²,2 pokoje
"Warszawa, Białołęka",580 000 zł,9587 zł/m²,60.5 m²,3 pokoje
"Warszawa, Mokotów, Czerniaków, Czerniakowska",496 000 zł,13 053 zł/m²,38 m²,2 pokoje
"Warszawa, Śródmieście, Elektoralna",1 300 000 zł,18 056 zł/m²,72 m²,2 pokoje
"Warszawa, Białołęka, ul. Marywilska",446 000 zł,12 670 zł/m²,35.2 m²,2 pokoje
"Warszawa, Ursus",897 000 zł,9914 zł/m²,90.48 m²,4 pokoje
"Warszawa, Żoliborz",1 599 000 zł,23 515 zł/m²,68 m²,3 pokoje
"Warszawa, Centrum",470 000 zł,11 959 zł/m²,39.3 m²,2 pokoje
"Warszawa, mazowieckie",669 000 zł,10 292 zł/m²,65 m²,3 pokoje
